CuisineType,RestaurantID,RestaurantName,Segment,Subregion,GrowthFactor,AOV,MonthlyOrders,InStoreOrders,InStoreRevenue,UberEatsOrders,DoorDashOrders,SelfDeliveryOrders,UberEatsRevenue,DoorDashRevenue,SelfDeliveryRevenue,COGSRate,OPEXRate,CommissionRate,DeliveryRadiusKM,DeliveryCostPerOrder,SD_DeliveryTotalCost,InStoreNetProfit,UberEatsNetProfit,DoorDashNetProfit,SelfDeliveryNetProfit,InStoreShare,UE_share,DD_share,SD_share
Burgers,25399,Urban Burgers Corner,QSR,CBD,0.99,30.37,828,186,5648.82,289,160,193,8776.93,4859.2,5861.41,0.224838664345443,0.369480475550517,0.33,13,3.84,741.12,2291.62,664.25,367.75,1636.74,0.29,0.45,0.25,0.3
Burgers,26074,Top Burgers Grill,Full-service,North Shore,1.03,36.77,2031,559,20554.43,662,368,442,24341.74,13531.36,16252.34,0.378746072691865,0.537014340679161,0.28,16,4.72,2086.24,1731.5,-4765.15,-2648.9,-717.15,0.38,0.45,0.25,0.3
Burgers,25605,King Burgers Tavern,QSR,North Shore,1.03,43.27,1706,373,16139.71,600,333,400,25962.0,14408.91,17308.0,0.23818274660036,0.420431646029465,0.28,6,1.77,708.0,5509.86,1593.69,884.5,5200.7,0.28,0.45,0.25,0.3
Burgers,25807,Top Burgers Kitchen,Cafe,CBD,0.99,44.33,1736,513,22741.29,550,306,367,24381.5,13564.98,16269.11,0.258666134346277,0.40897305868566,0.32,11,3.25,1192.75,7558.31,301.38,167.67,4214.46,0.42,0.45,0.25,0.3
Burgers,26050,Top Burgers House,Ghost Kitchen,West Auckland,1.04,32.95,1386,126,4151.7,567,315,378,18682.65,10379.25,12455.1,0.289802645903546,0.219370783341583,0.31,13,3.84,1451.52,2037.76,3378.32,1876.84,4661.77,0.1,0.45,0.25,0.3
Burgers,25403,Top Burgers Diner,Ghost Kitchen,South Auckland,1.05,34.3,637,57,1955.1,261,145,174,8952.3,4973.5,5968.2,0.276111770363059,0.269399675331078,0.3,13,3.84,668.16,888.57,1383.03,768.35,2044.32,0.1,0.45,0.25,0.3
Burgers,26578,King Burgers Diner,Cafe,CBD,0.99,38.1,675,159,6057.9,232,129,155,8839.2,4914.9,5905.5,0.22268630810082,0.359760212013498,0.33,15,4.43,686.65,2529.5,773.9,430.32,1779.21,0.31,0.45,0.25,0.3
Burgers,25487,Classic Burgers Grill,QSR,South Auckland,1.05,35.26,1439,259,9132.34,531,295,354,18723.06,10401.7,12482.04,0.200697393529117,0.353761871880852,0.31,3,0.89,315.06,4068.83,2537.74,1409.85,5246.2,0.22,0.45,0.25,0.3
Burgers,25771,Lucky Burgers Corner,Ghost Kitchen,West Auckland,1.04,40.86,660,31,1266.66,283,157,189,11563.38,6415.02,7722.54,0.251700412121136,0.221080633962993,0.32,11,3.25,614.25,667.81,2396.15,1329.31,3457.22,0.05,0.45,0.25,0.3
Burgers,25327,Urban Burgers Corner,Ghost Kitchen,CBD,0.99,34.39,1281,37,1272.43,560,311,373,19258.4,10695.29,12827.47,0.299884437245782,0.205399782257155,0.3,18,5.31,1980.63,629.49,3749.91,2082.54,4365.32,0.03,0.45,0.25,0.3
Burgers,25813,Urban Burgers Tavern,Cafe,North Shore,1.03,44.37,579,153,6788.61,192,106,128,8519.04,4703.22,5679.36,0.272136336062104,0.428637852496468,0.3,13,3.84,491.52,2031.33,-6.6,-3.64,1207.89,0.36,0.45,0.25,0.3
Burgers,26057,Lucky Burgers Tavern,Full-service,South Auckland,1.05,44.05,966,255,11232.75,320,178,213,14096.0,7840.9,9382.65,0.355171969602816,0.468937209108844,0.3,11,3.25,692.25,1975.74,-1749.44,-973.13,958.07,0.36,0.45,0.25,0.3
Burgers,25976,Lucky Burgers Tavern,Full-service,North Shore,1.03,34.27,1009,336,11514.72,303,168,202,10383.81,5757.36,6922.54,0.358282660192344,0.518133828393184,0.3,4,1.18,238.36,1423.03,-1831.88,-1015.69,617.15,0.5,0.45,0.25,0.3
Burgers,25573,Top Burgers Tavern,Cafe,North Shore,1.03,44.39,1946,575,25524.25,617,343,411,27388.63,15225.77,18244.29,0.212252619564533,0.377365897689015,0.31,8,2.36,969.96,10474.68,2749.31,1528.39,6517.16,0.42,0.45,0.25,0.3
Burgers,26573,King Burgers House,Full-service,South Auckland,1.05,34.62,1576,511,17690.82,479,266,320,16582.98,9208.92,11078.4,0.371734361897688,0.50042545821052,0.31,6,1.77,566.4,2261.6,-3020.75,-1677.5,849.86,0.48,0.45,0.25,0.3
Burgers,25819,Lucky Burgers Cafe,Cafe,CBD,0.99,35.4,799,224,7929.6,259,144,172,9168.6,5097.6,6088.8,0.257844529766589,0.362598595372401,0.31,18,5.31,913.32,3009.73,637.74,354.57,1397.73,0.39,0.45,0.25,0.3
Burgers,25817,Top Burgers House,QSR,West Auckland,1.04,33.88,1496,259,8774.92,557,309,371,18871.16,10468.92,12569.48,0.21076321715489,0.417573497397825,0.32,13,3.84,1424.64,3261.32,974.95,540.86,3246.97,0.21,0.45,0.25,0.3
Burgers,26669,Classic Burgers Cafe,Cafe,CBD,0.99,44.18,844,232,10249.76,275,153,184,12149.5,6759.54,8129.12,0.229393369760364,0.38555605977308,0.29,16,4.72,868.48,3946.68,1154.82,642.5,2261.64,0.38,0.45,0.25,0.3
Burgers,25538,Top Burgers Cafe,Full-service,CBD,0.99,40.02,1573,473,18929.46,495,275,330,19809.9,11005.5,13206.6,0.382410141965374,0.535522962594405,0.33,12,3.54,1168.2,1553.48,-4911.53,-2728.63,-84.38,0.43,0.45,0.25,0.3
Burgers,25944,Classic Burgers Corner,Cafe,South Auckland,1.05,33.54,1021,270,9055.8,338,188,225,11336.52,6305.52,7546.5,0.236880169678479,0.388876719539985,0.32,10,2.95,663.75,3389.07,614.93,342.03,2160.48,0.36,0.45,0.25,0.3
Burgers,26510,Classic Burgers Grill,Cafe,West Auckland,1.04,42.18,741,148,6242.64,267,148,178,11262.06,6242.64,7508.04,0.233899442944676,0.445459345006384,0.33,14,4.13,735.14,2001.65,-105.4,-58.42,1672.25,0.25,0.45,0.25,0.3
Burgers,25459,Urban Burgers Bistro,QSR,West Auckland,1.04,35.68,1896,414,14771.52,667,370,445,23798.56,13201.6,15877.6,0.229524979330599,0.440200649155304,0.29,12,3.54,1575.3,4878.65,958.47,531.69,3668.66,0.28,0.45,0.25,0.3
Burgers,26311,Classic Burgers Corner,QSR,South Auckland,1.05,47.0,1671,278,13066.0,627,348,418,29469.0,16356.0,19646.0,0.258775432854891,0.43368758673314,0.33,4,1.18,493.24,4018.28,-661.96,-367.41,5548.63,0.2,0.45,0.25,0.3
Burgers,26675,King Burgers Grill,QSR,West Auckland,1.04,36.44,900,156,5684.64,335,186,223,12207.4,6777.84,8126.12,0.258730385135859,0.352583625377156,0.31,7,2.07,461.61,2209.54,960.55,533.32,2696.9,0.21,0.45,0.25,0.3
Burgers,25584,King Burgers Cafe,Cafe,CBD,0.99,35.23,760,209,7363.07,248,138,165,8737.04,4861.74,5812.95,0.204013291820884,0.418974408041686,0.32,3,0.89,146.85,2775.97,498.12,277.18,2044.7,0.38,0.45,0.25,0.3
Burgers,25706,Lucky Burgers House,Full-service,CBD,0.99,40.08,767,207,8296.56,252,140,168,10100.16,5611.2,6733.44,0.380485535098705,0.546463824948296,0.32,8,2.36,396.48,606.07,-2494.23,-1385.68,95.4,0.37,0.45,0.25,0.3
Burgers,26637,Lucky Burgers Cafe,QSR,North Shore,1.03,38.16,1847,381,14538.96,660,366,440,25185.6,13966.56,16790.4,0.268138573672622,0.418827313138172,0.28,14,4.13,1817.2,4551.19,831.98,461.37,3438.77,0.26,0.45,0.25,0.3
Burgers,25049,Urban Burgers Cafe,QSR,North Shore,1.03,45.84,1847,415,19023.6,644,358,430,29520.96,16410.72,19711.2,0.210861113574356,0.410226645460352,0.28,3,0.89,382.7,7208.27,2919.98,1623.22,7086.11,0.29,0.45,0.25,0.3
Burgers,26479,Urban Burgers Grill,Full-service,West Auckland,1.04,37.76,804,268,10119.68,241,134,161,9100.16,5059.84,6079.36,0.365018412494101,0.546738259424456,0.31,12,3.54,569.94,892.99,-2018.02,-1122.05,-33.48,0.5,0.45,0.25,0.3
Burgers,25145,Classic Burgers Cafe,Full-service,West Auckland,1.04,43.89,1067,374,16414.86,312,173,208,13693.68,7592.97,9129.12,0.366971562313847,0.535327718942426,0.3,13,3.84,798.72,1603.74,-2770.22,-1536.05,93.2,0.54,0.45,0.25,0.3
Burgers,25833,Urban Burgers Corner,Cafe,West Auckland,1.04,42.38,1213,353,14960.14,387,215,258,16401.06,9111.7,10934.04,0.242346808724105,0.367625953280367,0.28,12,3.54,913.32,5834.86,1804.56,1002.54,3351.25,0.41,0.45,0.25,0.3
Burgers,25228,Top Burgers Eatery,Cafe,West Auckland,1.04,46.7,2055,638,29794.6,638,354,425,29794.6,16531.8,19847.5,0.239928396362811,0.42289025252685,0.29,5,1.48,629.0,10046.18,1405.75,779.99,6063.21,0.45,0.45,0.25,0.3
Burgers,26441,King Burgers Grill,QSR,CBD,0.99,37.27,1565,282,10510.14,577,321,385,21504.79,11963.67,14348.95,0.232442121561617,0.364000278245658,0.27,16,4.72,1817.2,4241.45,2872.13,1597.84,3973.43,0.22,0.45,0.25,0.3
Burgers,25593,Top Burgers Diner,Ghost Kitchen,West Auckland,1.04,38.24,829,61,2332.64,346,192,230,13231.04,7342.08,8795.2,0.280705251719337,0.289620228344575,0.33,15,4.43,1018.9,1002.28,1318.8,731.82,2760.17,0.08,0.45,0.25,0.3
Burgers,25230,Urban Burgers Tavern,Ghost Kitchen,South Auckland,1.05,32.1,975,55,1765.5,414,230,276,13289.4,7383.0,8859.6,0.268912851030473,0.300634364027064,0.3,13,3.84,1059.84,759.96,1733.64,963.13,2753.8,0.06,0.45,0.25,0.3
Burgers,26444,Lucky Burgers Grill,Cafe,CBD,0.99,43.35,764,157,6805.95,273,152,182,11834.55,6589.2,7889.7,0.253676384091377,0.355854926933534,0.29,10,2.95,536.9,2657.51,1189.0,662.01,2543.78,0.26,0.45,0.25,0.3
Burgers,25839,Classic Burgers Tavern,QSR,North Shore,1.03,42.63,902,208,8867.04,312,174,208,13300.56,7417.62,8867.04,0.273925772868097,0.371560124936514,0.27,7,2.07,430.56,3143.49,1124.08,626.89,2712.93,0.3,0.45,0.25,0.3
Burgers,25113,Urban Burgers Diner,QSR,North Shore,1.03,43.37,1530,255,11059.35,574,319,382,24894.38,13835.03,16567.34,0.268876346964389,0.394695023051463,0.28,14,4.13,1577.66,3720.68,1404.76,780.69,3996.07,0.2,0.45,0.25,0.3
Burgers,25274,Top Burgers Eatery,QSR,CBD,0.99,43.97,943,170,7474.9,348,193,232,15301.56,8486.21,10201.04,0.245497362390161,0.383827749593183,0.29,9,2.66,617.12,2770.76,1234.45,684.62,3164.15,0.22,0.45,0.25,0.3
Burgers,26448,King Burgers Eatery,Cafe,North Shore,1.03,31.39,1638,387,12147.93,563,313,375,17672.57,9825.07,11771.25,0.224799098894,0.420522309606895,0.27,4,1.18,442.5,4308.61,1496.49,831.97,3732.51,0.31,0.45,0.25,0.3
Burgers,26168,Top Burgers Tavern,QSR,CBD,0.99,34.97,1300,276,9651.72,461,256,307,16121.17,8952.32,10735.79,0.226521106697619,0.36486871689558,0.32,3,0.89,273.23,3943.79,1428.5,793.27,4113.52,0.27,0.45,0.25,0.3
Burgers,25764,Classic Burgers Tavern,Cafe,North Shore,1.03,37.11,1456,336,12468.96,504,280,336,18703.44,10390.8,12468.96,0.2360489904508,0.409529471863061,0.29,12,3.54,1189.44,4419.27,1204.9,669.39,3229.83,0.3,0.45,0.25,0.3
Burgers,25441,King Burgers Diner,QSR,South Auckland,1.05,36.78,1735,347,12762.66,625,347,416,22987.5,12762.66,15300.48,0.237731875423342,0.408459956105798,0.29,12,3.54,1472.64,4515.53,1466.79,814.36,3940.79,0.25,0.45,0.25,0.3
Burgers,25118,Lucky Burgers Kitchen,Ghost Kitchen,North Shore,1.03,39.18,794,37,1449.66,341,189,227,13360.38,7405.02,8893.86,0.284464301879052,0.325273341638967,0.3,17,5.02,1139.54,565.75,1205.94,668.39,2331.4,0.05,0.45,0.25,0.3
Burgers,25240,Lucky Burgers Diner,Full-service,CBD,0.99,42.77,697,184,7869.68,231,128,154,9879.87,5474.56,6586.58,0.358047951781191,0.482824533013627,0.3,14,4.13,636.02,1252.28,-1391.8,-771.21,412.09,0.36,0.45,0.25,0.3
Burgers,25362,Urban Burgers Diner,QSR,CBD,0.99,35.17,1766,306,10762.02,657,365,438,23106.69,12837.05,15404.46,0.262723354194313,0.357786394609138,0.3,11,3.25,1423.5,4084.08,1836.76,1020.42,4422.34,0.21,0.45,0.25,0.3
Burgers,26132,King Burgers Corner,Full-service,CBD,0.99,39.73,1317,355,14104.15,433,240,289,17203.09,9535.2,11481.97,0.360780011594761,0.525970330834389,0.29,17,5.02,1450.78,1597.29,-3040.65,-1685.35,-150.45,0.37,0.45,0.25,0.3
Burgers,25406,Lucky Burgers House,Cafe,CBD,0.99,37.64,749,181,6812.84,256,142,170,9635.84,5344.88,6398.8,0.228273102976382,0.430526344710961,0.31,4,1.18,200.6,2324.54,300.64,166.76,1982.67,0.32,0.45,0.25,0.3
Burgers,25729,Lucky Burgers Tavern,Full-service,South Auckland,1.05,42.75,1015,295,12611.25,324,180,216,13851.0,7695.0,9234.0,0.380284496734384,0.536712755588815,0.31,8,2.36,509.76,1046.77,-3144.14,-1746.74,256.69,0.41,0.45,0.25,0.3
Burgers,25851,King Burgers Diner,Cafe,West Auckland,1.04,36.7,1417,382,14019.4,466,259,310,17102.2,9505.3,11377.0,0.231182709317654,0.371880022669211,0.27,9,2.66,824.6,5564.82,2170.91,1206.58,3691.36,0.37,0.45,0.25,0.3
Burgers,26337,Classic Burgers Tavern,Full-service,West Auckland,1.04,42.88,2113,570,24441.6,694,386,463,29758.72,16551.68,19853.44,0.369565804698505,0.46549183446914,0.28,9,2.66,1231.58,4031.46,-3423.97,-1904.4,2043.09,0.37,0.45,0.25,0.3
Burgers,25975,Classic Burgers Eatery,QSR,CBD,0.99,30.06,825,148,4448.88,305,169,203,9168.3,5080.14,6102.18,0.202494739685208,0.436107656639069,0.32,8,2.36,479.08,1607.81,379.55,210.31,1726.23,0.22,0.45,0.25,0.3
Burgers,25328,Classic Burgers House,QSR,West Auckland,1.04,32.52,970,168,5463.36,361,200,241,11739.72,6504.0,7837.32,0.215737533532083,0.401023594220169,0.33,10,2.95,710.95,2093.77,625.01,346.27,2292.62,0.21,0.45,0.25,0.3
Burgers,26583,Lucky Burgers Cafe,QSR,North Shore,1.03,43.03,1024,211,9079.33,366,203,244,15748.98,8735.09,10499.32,0.253250066973269,0.390933547052555,0.27,5,1.48,361.12,3230.57,1351.52,749.61,3374.71,0.26,0.45,0.25,0.3
Burgers,25857,Classic Burgers Diner,Ghost Kitchen,West Auckland,1.04,32.08,671,55,1764.4,277,154,185,8886.16,4940.32,5934.8,0.27597480394179,0.327067295927554,0.32,13,3.84,710.4,700.39,683.86,380.2,1645.47,0.09,0.45,0.25,0.3
Burgers,25979,Classic Burgers Bistro,Cafe,West Auckland,1.04,35.84,1759,493,17669.12,570,316,380,20428.8,11325.44,13619.2,0.20595526734367,0.354645486129448,0.29,4,1.18,448.4,7763.8,3052.05,1692.01,5535.87,0.39,0.45,0.25,0.3
Burgers,26625,Urban Burgers House,Cafe,West Auckland,1.04,45.87,1169,276,12660.12,402,223,268,18439.74,10229.01,12293.16,0.267751501314342,0.361398966470733,0.28,11,3.25,871.0,4695.0,1675.24,929.3,3687.91,0.31,0.45,0.25,0.3
Burgers,26345,Lucky Burgers Eatery,Full-service,South Auckland,1.05,40.74,2077,737,30025.38,603,335,402,24566.22,13647.9,16377.48,0.377221892296802,0.537403645506129,0.27,11,3.25,1306.5,2563.4,-4535.55,-2519.75,91.72,0.55,0.45,0.25,0.3
Burgers,25982,Lucky Burgers Diner,Full-service,CBD,0.99,35.49,767,227,8056.23,243,135,162,8624.07,4791.15,5749.38,0.39270140187582,0.531614781892858,0.29,12,3.54,573.48,609.73,-1848.28,-1026.82,-138.34,0.42,0.45,0.25,0.3
Burgers,26387,King Burgers Tavern,QSR,West Auckland,1.04,39.14,1607,311,12172.54,583,324,389,22818.62,12681.36,15225.46,0.248795143533498,0.413692677649669,0.28,10,2.95,1147.55,4108.38,1312.35,729.33,3991.23,0.24,0.45,0.25,0.3
Burgers,25984,Urban Burgers Eatery,Full-service,North Shore,1.03,32.55,1689,592,19269.6,494,274,329,16079.7,8918.7,10708.95,0.372221825784072,0.533280635951087,0.3,17,5.02,1651.58,1820.93,-3304.42,-1832.81,-639.61,0.54,0.45,0.25,0.3
Burgers,25136,Lucky Burgers Bistro,Full-service,South Auckland,1.05,36.91,718,201,7418.91,233,129,155,8600.03,4761.39,5721.05,0.3750371051603,0.523758488497697,0.29,6,1.77,274.35,750.83,-1623.65,-898.93,304.65,0.39,0.45,0.25,0.3
Burgers,25986,Urban Burgers Diner,Full-service,CBD,0.99,34.6,1341,396,13701.6,425,236,284,14705.0,8165.6,9826.4,0.367587539204396,0.451949392282404,0.31,5,1.48,420.32,2472.63,-1904.84,-1057.75,1352.98,0.42,0.45,0.25,0.3
Burgers,25865,Lucky Burgers Tavern,Full-service,South Auckland,1.05,33.02,1182,325,10731.5,386,214,257,12745.72,7066.28,8486.14,0.365703985537402,0.51030377978459,0.28,5,1.48,380.36,1330.62,-1988.43,-1102.39,671.86,0.38,0.45,0.25,0.3
Burgers,25017,King Burgers Corner,QSR,West Auckland,1.04,44.7,816,173,7733.1,289,161,193,12918.3,7196.7,8627.1,0.205784262046218,0.446330712852068,0.31,13,3.84,741.12,2690.23,489.41,272.65,2260.12,0.27,0.45,0.25,0.3
Burgers,26233,Urban Burgers Diner,Cafe,West Auckland,1.04,35.51,766,226,8025.26,243,135,162,8628.93,4793.85,5752.62,0.253127012141049,0.428174694231711,0.29,4,1.18,191.16,2557.64,247.64,137.58,1642.19,0.42,0.45,0.25,0.3
Burgers,25868,Urban Burgers Cafe,QSR,CBD,0.99,32.03,1723,355,11370.65,616,342,410,19730.48,10954.26,13132.3,0.234714273512363,0.389967869943939,0.33,3,0.89,364.9,4267.61,894.14,496.42,4563.89,0.26,0.45,0.25,0.3
Burgers,25752,Lucky Burgers Cafe,QSR,West Auckland,1.04,42.74,571,106,4530.44,209,116,140,8932.66,4957.84,5983.6,0.204433186091483,0.368527346709743,0.31,16,4.72,660.8,1934.68,1045.47,580.26,1894.43,0.23,0.45,0.25,0.3
Burgers,26679,Classic Burgers Bistro,Full-service,South Auckland,1.05,43.21,2217,768,33185.28,652,362,435,28172.92,15642.02,18796.35,0.350344858248718,0.518257090845145,0.28,9,2.66,1157.1,4360.48,-4186.55,-2324.43,1312.7,0.53,0.45,0.25,0.3
Burgers,25428,Urban Burgers House,Cafe,West Auckland,1.04,44.37,1007,214,9495.18,357,198,238,15840.09,8785.26,10560.06,0.217458676826209,0.386310460767709,0.33,17,5.02,1194.76,3762.28,1049.1,581.86,2989.46,0.27,0.45,0.25,0.3
Burgers,25993,Urban Burgers Tavern,Cafe,CBD,0.99,29.79,1320,403,12005.37,413,229,275,12303.27,6821.91,8192.25,0.205143917854875,0.386287430371158,0.27,15,4.43,1218.25,4905.02,1704.85,945.3,2128.85,0.44,0.45,0.25,0.3
Burgers,25792,Lucky Burgers House,Cafe,South Auckland,1.05,31.95,1477,332,10607.4,515,286,344,16454.25,9137.7,10990.8,0.250087344944477,0.435533619252965,0.32,5,1.48,509.12,3334.74,-92.49,-51.36,2946.16,0.29,0.45,0.25,0.3
Burgers,26481,Classic Burgers Corner,Full-service,CBD,0.99,37.26,1844,646,24069.96,539,300,359,20083.14,11178.0,13376.34,0.39807917958824,0.524663152103312,0.29,5,1.48,531.32,1859.59,-4272.53,-2378.03,502.1,0.54,0.45,0.25,0.3
Burgers,25633,King Burgers Bistro,Cafe,CBD,0.99,34.47,1323,328,11306.16,448,249,298,15442.56,8583.03,10272.06,0.220614445898682,0.417049959558062,0.28,4,1.18,351.64,4096.62,1271.47,706.69,3370.29,0.33,0.45,0.25,0.3
Burgers,25634,Lucky Burgers Tavern,Full-service,South Auckland,1.05,32.98,1176,392,12928.16,353,196,235,11641.94,6464.08,7750.3,0.377704025036655,0.525246279360727,0.27,16,4.72,1109.2,1254.67,-2013.48,-1117.96,-357.04,0.5,0.45,0.25,0.3
Burgers,25514,Top Burgers Grill,Cafe,South Auckland,1.05,33.28,1492,395,13145.6,494,274,329,16440.32,9118.72,10949.12,0.222624632734805,0.388613134040497,0.28,12,3.54,1164.66,5110.51,1788.09,991.77,3091.94,0.36,0.45,0.25,0.3
Burgers,26363,Urban Burgers Bistro,Full-service,West Auckland,1.04,39.07,944,244,9533.08,315,175,210,12307.05,6837.25,8204.7,0.386807536554989,0.548085522628389,0.29,17,5.02,1054.2,620.67,-2767.77,-1537.65,-520.02,0.35,0.45,0.25,0.3
Burgers,25273,Urban Burgers Diner,QSR,West Auckland,1.04,35.47,1810,326,11563.22,668,371,445,23693.96,13159.37,15784.15,0.274782668221742,0.353325877268799,0.28,5,1.48,658.6,4300.26,2177.27,1209.23,5211.39,0.22,0.45,0.25,0.3
Burgers,25799,Classic Burgers Tavern,Cafe,North Shore,1.03,40.97,1453,360,14749.2,492,273,328,20157.24,11184.81,13438.16,0.256673604026437,0.374815878807567,0.29,8,2.36,774.08,5435.24,1582.56,878.13,4178.02,0.33,0.45,0.25,0.3
Burgers,25679,King Burgers Corner,Cafe,West Auckland,1.04,35.23,1472,405,14268.15,480,267,320,16910.4,9406.41,11273.6,0.23035262202844,0.405054507683963,0.31,11,3.25,1040.0,5202.07,923.19,513.52,3070.27,0.38,0.45,0.25,0.3
Burgers,26530,Classic Burgers Corner,QSR,South Auckland,1.05,32.53,1788,334,10865.02,654,364,436,21274.62,11840.92,14183.08,0.25713261788711,0.365716954646632,0.31,4,1.18,514.48,4097.75,1428.6,795.12,4834.67,0.23,0.45,0.25,0.3
Burgers,26289,Classic Burgers Corner,Cafe,West Auckland,1.04,32.53,1605,450,14638.5,520,289,346,16915.6,9401.17,11255.38,0.217269171178341,0.380000990000553,0.28,13,3.84,1328.64,5895.36,2076.05,1153.8,3204.24,0.39,0.45,0.25,0.3
Burgers,26330,Lucky Burgers Corner,Full-service,West Auckland,1.04,39.35,825,248,9758.8,260,144,173,10231.0,5666.4,6807.55,0.392022967257071,0.486661771452054,0.29,8,2.36,408.28,1183.89,-1725.81,-955.84,417.58,0.43,0.45,0.25,0.3
Burgers,25885,Top Burgers Diner,Full-service,North Shore,1.03,34.32,1174,323,11085.36,383,213,255,13144.56,7310.16,8751.6,0.387164082087111,0.515003904979676,0.28,6,1.77,451.35,1084.5,-2394.52,-1331.68,404.84,0.38,0.45,0.25,0.3
Burgers,26249,King Burgers Cafe,QSR,North Shore,1.03,35.41,1436,249,8817.09,534,297,356,18908.94,10516.77,12605.96,0.213341122977436,0.359465803625062,0.32,4,1.18,420.08,3766.6,2026.91,1127.32,4965.1,0.21,0.45,0.25,0.3
Burgers,25888,Urban Burgers Bistro,QSR,West Auckland,1.04,41.3,1555,290,11977.0,569,316,380,23499.7,13050.8,15694.0,0.211456354279071,0.357483346411027,0.28,17,5.02,1907.6,5162.81,3549.87,1971.46,4857.46,0.23,0.45,0.25,0.3
Burgers,25243,Classic Burgers Kitchen,QSR,South Auckland,1.05,43.9,852,186,8165.4,300,166,200,13170.0,7287.4,8780.0,0.222447801288217,0.43631492650602,0.28,4,1.18,236.0,2786.34,806.49,446.26,2760.06,0.28,0.45,0.25,0.3
Burgers,26335,Classic Burgers Grill,Cafe,North Shore,1.03,37.85,1666,374,14155.9,581,323,388,21990.85,12225.55,14685.8,0.256328370049596,0.380535143613815,0.3,16,4.72,1831.36,5140.52,1388.43,771.88,3501.59,0.29,0.45,0.25,0.3
Burgers,26133,Top Burgers Grill,Full-service,South Auckland,1.05,43.17,2337,819,35356.23,683,380,455,29485.11,16404.6,19642.35,0.381036338047124,0.471940107853152,0.3,12,3.54,1610.7,5198.2,-4510.53,-2509.52,1277.19,0.54,0.45,0.25,0.3
Burgers,25892,Urban Burgers Kitchen,Full-service,South Auckland,1.05,40.54,860,258,10459.32,271,150,181,10986.34,6081.0,7337.74,0.391001238534227,0.522507620276883,0.31,6,1.77,320.37,904.64,-2455.54,-1359.16,314.28,0.43,0.45,0.25,0.3
Burgers,26377,Classic Burgers Kitchen,Cafe,West Auckland,1.04,38.11,1642,349,13300.39,582,323,388,22180.02,12309.53,14786.68,0.234164984412491,0.381075059808791,0.3,13,3.84,1489.92,5117.46,1879.98,1043.36,4199.4,0.27,0.45,0.25,0.3
Burgers,25287,Lucky Burgers Corner,QSR,South Auckland,1.05,47.23,526,98,4628.54,193,107,128,9115.39,5053.61,6045.44,0.211309203915298,0.36264536564704,0.31,5,1.48,189.44,1971.97,1057.8,586.45,2386.19,0.23,0.45,0.25,0.3
Burgers,25368,Top Burgers Diner,QSR,South Auckland,1.05,38.55,1561,341,13145.55,549,305,366,21163.95,11757.75,14109.3,0.266912924479693,0.354677672032267,0.32,5,1.48,541.68,4974.4,1236.17,686.76,4797.41,0.28,0.45,0.25,0.3
Burgers,25451,Classic Burgers Corner,Cafe,South Auckland,1.05,41.44,984,300,12432.0,308,171,205,12763.52,7086.24,8495.2,0.222411846090108,0.436329520796426,0.32,11,3.25,666.25,4242.53,271.33,150.64,2232.81,0.44,0.45,0.25,0.3
Burgers,25048,King Burgers Tavern,Cafe,South Auckland,1.05,40.63,554,114,4631.82,198,110,132,8044.74,4469.3,5363.16,0.200429155789316,0.35453076865524,0.28,7,2.07,273.24,2061.35,1327.7,737.61,2113.58,0.26,0.45,0.25,0.3
Burgers,26503,Urban Burgers Diner,Cafe,CBD,0.99,36.75,1997,560,20580.0,647,359,431,23777.25,13193.25,15839.25,0.263923700116575,0.382818424794823,0.27,9,2.66,1146.46,7270.05,1979.64,1098.44,4448.88,0.39,0.45,0.25,0.3
Burgers,25453,Lucky Burgers Bistro,QSR,CBD,0.99,40.73,1883,423,17228.79,657,365,438,26759.61,14866.45,17839.74,0.2507327029109,0.355853980407119,0.33,4,1.18,516.84,6778.04,1696.92,942.73,6501.55,0.29,0.45,0.25,0.3
Burgers,26020,Classic Burgers Bistro,QSR,South Auckland,1.05,44.75,1737,301,13469.75,646,359,431,28908.5,16065.25,19287.25,0.272589227110147,0.380867166561075,0.3,6,1.77,762.87,4667.86,1345.51,747.73,5921.0,0.21,0.45,0.25,0.3
Burgers,25295,Lucky Burgers Kitchen,Full-service,West Auckland,1.04,43.59,1826,640,27897.6,534,296,356,23277.06,12902.64,15518.04,0.373207673185971,0.532346804463305,0.31,8,2.36,840.16,2634.8,-5017.47,-2781.22,625.45,0.54,0.45,0.25,0.3
Burgers,26671,Classic Burgers Cafe,Full-service,West Auckland,1.04,42.22,1874,641,27063.02,555,308,370,23432.1,13003.76,15621.4,0.394817593600601,0.498372889729217,0.3,9,2.66,984.2,2890.59,-4526.86,-2512.2,684.31,0.52,0.45,0.25,0.3
